id	pathway_id	pathway_name
8825	hsa00562	Inositol phosphate metabolism
8826	hsa01100	Metabolic pathways
8827	hsa04070	Phosphatidylinositol signaling system
8828	hsa05202	Transcriptional misregulation in cancer
8829	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
8830	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
8831	hsa01100	Metabolic pathways
8832	hsa04742	Taste transduction
8833	hsa04960	Aldosterone-regulated sodium reabsorption
8834	hsa04978	Mineral absorption
8835	hsa00330	Arginine and proline metabolism
8836	hsa01100	Metabolic pathways
8837	hsa04216	Ferroptosis
8838	hsa04130	SNARE interactions in vesicular transport
8839	hsa04145	Phagosome
8840	hsa00790	Folate biosynthesis
8841	hsa01100	Metabolic pathways
8842	hsa04310	Wnt signaling pathway
8843	hsa04330	Notch signaling pathway
8844	hsa04722	Neurotrophin signaling pathway
8845	hsa05010	Alzheimer disease
8846	hsa05165	Human papillomavirus infection
8847	hsa03013	RNA transport
8848	hsa03010	Ribosome
8849	hsa04146	Peroxisome
8850	hsa00051	Fructose and mannose metabolism
8851	hsa00520	Amino sugar and nucleotide sugar metabolism
8852	hsa01100	Metabolic pathways
8853	hsa04810	Regulation of actin cytoskeleton
8854	hsa00140	Steroid hormone biosynthesis
8855	hsa01100	Metabolic pathways
8856	hsa04913	Ovarian steroidogenesis
8857	hsa04974	Protein digestion and absorption
8858	hsa00190	Oxidative phosphorylation
8859	hsa01100	Metabolic pathways
8860	hsa04714	Thermogenesis
8861	hsa04723	Retrograde endocannabinoid signaling
8862	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
8863	hsa05010	Alzheimer disease
8864	hsa05012	Parkinson disease
8865	hsa05016	Huntington disease
8866	hsa04360	Axon guidance
8867	hsa03060	Protein export
8868	hsa04141	Protein processing in endoplasmic reticulum
8869	hsa04145	Phagosome
8870	hsa05110	Vibrio cholerae infection
8871	hsa04115	p53 signaling pathway
8872	hsa01522	Endocrine resistance
8873	hsa04919	Thyroid hormone signaling pathway
8874	hsa01522	Endocrine resistance
8875	hsa04919	Thyroid hormone signaling pathway
8876	hsa04919	Thyroid hormone signaling pathway
8877	hsa04010	MAPK signaling pathway
8878	hsa04014	Ras signaling pathway
8879	hsa04015	Rap1 signaling pathway
8880	hsa04151	PI3K-Akt signaling pathway
8881	hsa04360	Axon guidance
8882	hsa00071	Fatty acid degradation
8883	hsa00310	Lysine degradation
8884	hsa00380	Tryptophan metabolism
8885	hsa01100	Metabolic pathways
8886	hsa00010	Glycolysis / Gluconeogenesis
8887	hsa00260	Glycine, serine and threonine metabolism
8888	hsa01100	Metabolic pathways
8889	hsa04146	Peroxisome
8890	hsa02010	ABC transporters
8891	hsa04975	Fat digestion and absorption
8892	hsa04979	Cholesterol metabolism
8893	hsa02010	ABC transporters
8894	hsa04975	Fat digestion and absorption
8895	hsa04979	Cholesterol metabolism
8896	hsa04919	Thyroid hormone signaling pathway
8897	hsa04142	Lysosome
8898	hsa04060	Cytokine-cytokine receptor interaction
8899	hsa04668	TNF signaling pathway
8900	hsa04920	Adipocytokine signaling pathway
8901	hsa05014	Amyotrophic lateral sclerosis (ALS)
8902	hsa05170	Human immunodeficiency virus 1 infection
8903	hsa01521	EGFR tyrosine kinase inhibitor resistance
8904	hsa04010	MAPK signaling pathway
8905	hsa04014	Ras signaling pathway
8906	hsa04015	Rap1 signaling pathway
8907	hsa04151	PI3K-Akt signaling pathway
8908	hsa04360	Axon guidance
8909	hsa04510	Focal adhesion
8910	hsa04520	Adherens junction
8911	hsa05100	Bacterial invasion of epithelial cells
8912	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
8913	hsa05144	Malaria
8914	hsa05200	Pathways in cancer
8915	hsa05202	Transcriptional misregulation in cancer
8916	hsa05205	Proteoglycans in cancer
8917	hsa05206	MicroRNAs in cancer
8918	hsa05211	Renal cell carcinoma
8919	hsa05218	Melanoma
8920	hsa05225	Hepatocellular carcinoma
8921	hsa05226	Gastric cancer
8922	hsa05230	Central carbon metabolism in cancer
8923	hsa04010	MAPK signaling pathway
8924	hsa04722	Neurotrophin signaling pathway
8925	hsa04912	GnRH signaling pathway
8926	hsa05166	Human T-cell leukemia virus 1 infection
8927	hsa00900	Terpenoid backbone biosynthesis
8928	hsa01100	Metabolic pathways
8929	hsa04146	Peroxisome
8930	hsa03013	RNA transport
8931	hsa03015	mRNA surveillance pathway
8932	hsa05014	Amyotrophic lateral sclerosis (ALS)
8933	hsa04625	C-type lectin receptor signaling pathway
8934	hsa05152	Tuberculosis
8935	hsa00270	Cysteine and methionine metabolism
8936	hsa00920	Sulfur metabolism
8937	hsa01100	Metabolic pathways
8938	hsa04122	Sulfur relay system
8939	hsa04310	Wnt signaling pathway
8940	hsa04390	Hippo signaling pathway
8941	hsa04550	Signaling pathways regulating pluripotency of stem cells
8942	hsa04810	Regulation of actin cytoskeleton
8943	hsa04934	Cushing syndrome
8944	hsa05165	Human papillomavirus infection
8945	hsa05200	Pathways in cancer
8946	hsa05206	MicroRNAs in cancer
8947	hsa05210	Colorectal cancer
8948	hsa05213	Endometrial cancer
8949	hsa05217	Basal cell carcinoma
8950	hsa05224	Breast cancer
8951	hsa05225	Hepatocellular carcinoma
8952	hsa05226	Gastric cancer
8953	hsa04310	Wnt signaling pathway
8954	hsa04390	Hippo signaling pathway
8955	hsa04550	Signaling pathways regulating pluripotency of stem cells
8956	hsa04810	Regulation of actin cytoskeleton
8957	hsa04934	Cushing syndrome
8958	hsa05165	Human papillomavirus infection
8959	hsa05200	Pathways in cancer
8960	hsa05206	MicroRNAs in cancer
8961	hsa05210	Colorectal cancer
8962	hsa05213	Endometrial cancer
8963	hsa05217	Basal cell carcinoma
8964	hsa05224	Breast cancer
8965	hsa05225	Hepatocellular carcinoma
8966	hsa05226	Gastric cancer
8967	hsa04310	Wnt signaling pathway
8968	hsa04390	Hippo signaling pathway
8969	hsa04550	Signaling pathways regulating pluripotency of stem cells
8970	hsa04810	Regulation of actin cytoskeleton
8971	hsa04934	Cushing syndrome
8972	hsa05165	Human papillomavirus infection
8973	hsa05200	Pathways in cancer
8974	hsa05206	MicroRNAs in cancer
8975	hsa05210	Colorectal cancer
8976	hsa05213	Endometrial cancer
8977	hsa05217	Basal cell carcinoma
8978	hsa05224	Breast cancer
8979	hsa05225	Hepatocellular carcinoma
8980	hsa05226	Gastric cancer
8981	hsa04360	Axon guidance
8982	hsa04130	SNARE interactions in vesicular transport
8983	hsa04962	Vasopressin-regulated water reabsorption
8984	hsa04120	Ubiquitin mediated proteolysis
8985	hsa05170	Human immunodeficiency virus 1 infection
8986	hsa04120	Ubiquitin mediated proteolysis
8987	hsa05170	Human immunodeficiency virus 1 infection
8988	hsa04120	Ubiquitin mediated proteolysis
8989	hsa05170	Human immunodeficiency virus 1 infection
8990	hsa03018	RNA degradation
8991	hsa04657	IL-17 signaling pathway
8992	hsa04630	Jak-STAT signaling pathway
8993	hsa04144	Endocytosis
8994	hsa04630	Jak-STAT signaling pathway
8995	hsa00510	N-Glycan biosynthesis
8996	hsa01100	Metabolic pathways
8997	hsa04060	Cytokine-cytokine receptor interaction
8998	hsa04514	Cell adhesion molecules (CAMs)
8999	hsa04612	Antigen processing and presentation
9000	hsa04640	Hematopoietic cell lineage
9001	hsa04658	Th1 and Th2 cell differentiation
9002	hsa04659	Th17 cell differentiation
9003	hsa04660	T cell receptor signaling pathway
9004	hsa05166	Human T-cell leukemia virus 1 infection
9005	hsa05170	Human immunodeficiency virus 1 infection
9006	hsa05340	Primary immunodeficiency
9007	hsa00561	Glycerolipid metabolism
9008	hsa03320	PPAR signaling pathway
9009	hsa04979	Cholesterol metabolism
9010	hsa05010	Alzheimer disease
9011	hsa00561	Glycerolipid metabolism
9012	hsa03320	PPAR signaling pathway
9013	hsa04979	Cholesterol metabolism
9014	hsa05010	Alzheimer disease
9015	hsa00190	Oxidative phosphorylation
9016	hsa01100	Metabolic pathways
9017	hsa04714	Thermogenesis
9018	hsa04110	Cell cycle
9019	hsa04114	Oocyte meiosis
9020	hsa05166	Human T-cell leukemia virus 1 infection
9021	hsa00790	Folate biosynthesis
9022	hsa01100	Metabolic pathways
9023	hsa04120	Ubiquitin mediated proteolysis
9024	hsa00330	Arginine and proline metabolism
9025	hsa00340	Histidine metabolism
9026	hsa00380	Tryptophan metabolism
9027	hsa01100	Metabolic pathways
9028	hsa00790	Folate biosynthesis
9029	hsa01523	Antifolate resistance
9030	hsa04145	Phagosome
9031	hsa04380	Osteoclast differentiation
9032	hsa04611	Platelet activation
9033	hsa04666	Fc gamma R-mediated phagocytosis
9034	hsa05140	Leishmaniasis
9035	hsa05150	Staphylococcus aureus infection
9036	hsa05152	Tuberculosis
9037	hsa05322	Systemic lupus erythematosus
9038	hsa03460	Fanconi anemia pathway
9039	hsa03022	Basal transcription factors
9040	hsa03420	Nucleotide excision repair
9041	hsa00500	Starch and sucrose metabolism
9042	hsa01100	Metabolic pathways
9043	hsa03022	Basal transcription factors
9044	hsa03008	Ribosome biogenesis in eukaryotes
9045	hsa04064	NF-kappa B signaling pathway
9046	hsa04137	Mitophagy - animal
9047	hsa04310	Wnt signaling pathway
9048	hsa04520	Adherens junction
9049	hsa05162	Measles
9050	hsa00270	Cysteine and methionine metabolism
9051	hsa00280	Valine, leucine and isoleucine degradation
9052	hsa00290	Valine, leucine and isoleucine biosynthesis
9053	hsa00770	Pantothenate and CoA biosynthesis
9054	hsa01100	Metabolic pathways
9055	hsa01210	2-Oxocarboxylic acid metabolism
9056	hsa01230	Biosynthesis of amino acids
9057	hsa03022	Basal transcription factors
9058	hsa03420	Nucleotide excision repair
9059	hsa05203	Viral carcinogenesis
9060	hsa04144	Endocytosis
9061	hsa04144	Endocytosis
9062	hsa04110	Cell cycle
9063	hsa04110	Cell cycle
9064	hsa04145	Phagosome
9065	hsa04962	Vasopressin-regulated water reabsorption
9066	hsa05132	Salmonella infection
9067	hsa04060	Cytokine-cytokine receptor interaction
9068	hsa04151	PI3K-Akt signaling pathway
9069	hsa04630	Jak-STAT signaling pathway
9070	hsa04640	Hematopoietic cell lineage
9071	hsa05200	Pathways in cancer
9072	hsa05100	Bacterial invasion of epithelial cells
9073	hsa04110	Cell cycle
9074	hsa05200	Pathways in cancer
9075	hsa05202	Transcriptional misregulation in cancer
9076	hsa05222	Small cell lung cancer
9077	hsa04110	Cell cycle
9078	hsa05200	Pathways in cancer
9079	hsa05202	Transcriptional misregulation in cancer
9080	hsa05222	Small cell lung cancer
9081	hsa05206	MicroRNAs in cancer
9082	hsa04714	Thermogenesis
9083	hsa03060	Protein export
9084	hsa00190	Oxidative phosphorylation
9085	hsa01100	Metabolic pathways
9086	hsa04714	Thermogenesis
9087	hsa04723	Retrograde endocannabinoid signaling
9088	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9089	hsa05010	Alzheimer disease
9090	hsa05012	Parkinson disease
9091	hsa05016	Huntington disease
9092	hsa00562	Inositol phosphate metabolism
9093	hsa01100	Metabolic pathways
9094	hsa04070	Phosphatidylinositol signaling system
9095	hsa00250	Alanine, aspartate and glutamate metabolism
9096	hsa00650	Butanoate metabolism
9097	hsa01100	Metabolic pathways
9098	hsa00250	Alanine, aspartate and glutamate metabolism
9099	hsa00650	Butanoate metabolism
9100	hsa01100	Metabolic pathways
9101	hsa00190	Oxidative phosphorylation
9102	hsa01100	Metabolic pathways
9103	hsa04714	Thermogenesis
9104	hsa04723	Retrograde endocannabinoid signaling
9105	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9106	hsa05010	Alzheimer disease
9107	hsa05012	Parkinson disease
9108	hsa05016	Huntington disease
9109	hsa03008	Ribosome biogenesis in eukaryotes
9110	hsa05204	Chemical carcinogenesis
9111	hsa03410	Base excision repair
9112	hsa05166	Human T-cell leukemia virus 1 infection
9113	hsa05203	Viral carcinogenesis
9114	hsa04010	MAPK signaling pathway
9115	hsa04012	ErbB signaling pathway
9116	hsa04014	Ras signaling pathway
9117	hsa04510	Focal adhesion
9118	hsa04910	Insulin signaling pathway
9119	hsa04912	GnRH signaling pathway
9120	hsa04921	Oxytocin signaling pathway
9121	hsa05020	Prion diseases
9122	hsa05140	Leishmaniasis
9123	hsa05161	Hepatitis B
9124	hsa05163	Human cytomegalovirus infection
9125	hsa05166	Human T-cell leukemia virus 1 infection
9126	hsa05200	Pathways in cancer
9127	hsa05205	Proteoglycans in cancer
9128	hsa05213	Endometrial cancer
9129	hsa05225	Hepatocellular carcinoma
9130	hsa00190	Oxidative phosphorylation
9131	hsa01100	Metabolic pathways
9132	hsa04714	Thermogenesis
9133	hsa04723	Retrograde endocannabinoid signaling
9134	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9135	hsa05010	Alzheimer disease
9136	hsa05012	Parkinson disease
9137	hsa05016	Huntington disease
9138	hsa04360	Axon guidance
9139	hsa04068	FoxO signaling pathway
9140	hsa04110	Cell cycle
9141	hsa04120	Ubiquitin mediated proteolysis
9142	hsa04150	mTOR signaling pathway
9143	hsa05169	Epstein-Barr virus infection
9144	hsa05200	Pathways in cancer
9145	hsa05203	Viral carcinogenesis
9146	hsa05222	Small cell lung cancer
9147	hsa04068	FoxO signaling pathway
9148	hsa04110	Cell cycle
9149	hsa04120	Ubiquitin mediated proteolysis
9150	hsa04150	mTOR signaling pathway
9151	hsa05169	Epstein-Barr virus infection
9152	hsa05200	Pathways in cancer
9153	hsa05203	Viral carcinogenesis
9154	hsa05222	Small cell lung cancer
9155	hsa01521	EGFR tyrosine kinase inhibitor resistance
9156	hsa01522	Endocrine resistance
9157	hsa04010	MAPK signaling pathway
9158	hsa04014	Ras signaling pathway
9159	hsa04015	Rap1 signaling pathway
9160	hsa04066	HIF-1 signaling pathway
9161	hsa04068	FoxO signaling pathway
9162	hsa04114	Oocyte meiosis
9163	hsa04140	Autophagy - animal
9164	hsa04144	Endocytosis
9165	hsa04150	mTOR signaling pathway
9166	hsa04151	PI3K-Akt signaling pathway
9167	hsa04152	AMPK signaling pathway
9168	hsa04211	Longevity regulating pathway
9169	hsa04213	Longevity regulating pathway - multiple species
9170	hsa04510	Focal adhesion
9171	hsa04520	Adherens junction
9172	hsa04550	Signaling pathways regulating pluripotency of stem cells
9173	hsa04730	Long-term depression
9174	hsa04913	Ovarian steroidogenesis
9175	hsa04914	Progesterone-mediated oocyte maturation
9176	hsa05200	Pathways in cancer
9177	hsa05202	Transcriptional misregulation in cancer
9178	hsa05205	Proteoglycans in cancer
9179	hsa05214	Glioma
9180	hsa05215	Prostate cancer
9181	hsa05218	Melanoma
9182	hsa05224	Breast cancer
9183	hsa05225	Hepatocellular carcinoma
9184	hsa01521	EGFR tyrosine kinase inhibitor resistance
9185	hsa01522	Endocrine resistance
9186	hsa04010	MAPK signaling pathway
9187	hsa04014	Ras signaling pathway
9188	hsa04015	Rap1 signaling pathway
9189	hsa04066	HIF-1 signaling pathway
9190	hsa04068	FoxO signaling pathway
9191	hsa04114	Oocyte meiosis
9192	hsa04140	Autophagy - animal
9193	hsa04144	Endocytosis
9194	hsa04150	mTOR signaling pathway
9195	hsa04151	PI3K-Akt signaling pathway
9196	hsa04152	AMPK signaling pathway
9197	hsa04211	Longevity regulating pathway
9198	hsa04213	Longevity regulating pathway - multiple species
9199	hsa04510	Focal adhesion
9200	hsa04520	Adherens junction
9201	hsa04550	Signaling pathways regulating pluripotency of stem cells
9202	hsa04730	Long-term depression
9203	hsa04913	Ovarian steroidogenesis
9204	hsa04914	Progesterone-mediated oocyte maturation
9205	hsa05200	Pathways in cancer
9206	hsa05202	Transcriptional misregulation in cancer
9207	hsa05205	Proteoglycans in cancer
9208	hsa05214	Glioma
9209	hsa05215	Prostate cancer
9210	hsa05218	Melanoma
9211	hsa05224	Breast cancer
9212	hsa05225	Hepatocellular carcinoma
9213	hsa00071	Fatty acid degradation
9214	hsa01212	Fatty acid metabolism
9215	hsa03320	PPAR signaling pathway
9216	hsa04152	AMPK signaling pathway
9217	hsa04714	Thermogenesis
9218	hsa04920	Adipocytokine signaling pathway
9219	hsa04922	Glucagon signaling pathway
9220	hsa04931	Insulin resistance
9221	hsa00071	Fatty acid degradation
9222	hsa01212	Fatty acid metabolism
9223	hsa03320	PPAR signaling pathway
9224	hsa04152	AMPK signaling pathway
9225	hsa04714	Thermogenesis
9226	hsa04920	Adipocytokine signaling pathway
9227	hsa04922	Glucagon signaling pathway
9228	hsa04931	Insulin resistance
9229	hsa04120	Ubiquitin mediated proteolysis
9230	hsa04120	Ubiquitin mediated proteolysis
9231	hsa01521	EGFR tyrosine kinase inhibitor resistance
9232	hsa04010	MAPK signaling pathway
9233	hsa04014	Ras signaling pathway
9234	hsa04015	Rap1 signaling pathway
9235	hsa04144	Endocytosis
9236	hsa04151	PI3K-Akt signaling pathway
9237	hsa04550	Signaling pathways regulating pluripotency of stem cells
9238	hsa04810	Regulation of actin cytoskeleton
9239	hsa05200	Pathways in cancer
9240	hsa05215	Prostate cancer
9241	hsa05226	Gastric cancer
9242	hsa05230	Central carbon metabolism in cancer
9243	hsa01521	EGFR tyrosine kinase inhibitor resistance
9244	hsa04010	MAPK signaling pathway
9245	hsa04014	Ras signaling pathway
9246	hsa04015	Rap1 signaling pathway
9247	hsa04144	Endocytosis
9248	hsa04151	PI3K-Akt signaling pathway
9249	hsa04550	Signaling pathways regulating pluripotency of stem cells
9250	hsa04810	Regulation of actin cytoskeleton
9251	hsa05200	Pathways in cancer
9252	hsa05215	Prostate cancer
9253	hsa05226	Gastric cancer
9254	hsa05230	Central carbon metabolism in cancer
9255	hsa00564	Glycerophospholipid metabolism
9256	hsa00565	Ether lipid metabolism
9257	hsa00590	Arachidonic acid metabolism
9258	hsa00591	Linoleic acid metabolism
9259	hsa00592	alpha-Linolenic acid metabolism
9260	hsa01100	Metabolic pathways
9261	hsa04014	Ras signaling pathway
9262	hsa04270	Vascular smooth muscle contraction
9263	hsa04972	Pancreatic secretion
9264	hsa04975	Fat digestion and absorption
9265	hsa04610	Complement and coagulation cascades
9266	hsa04144	Endocytosis
9267	hsa04350	TGF-beta signaling pathway
9268	hsa04010	MAPK signaling pathway
9269	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9270	hsa03410	Base excision repair
9271	hsa00562	Inositol phosphate metabolism
9272	hsa01100	Metabolic pathways
9273	hsa04142	Lysosome
9274	hsa04210	Apoptosis
9275	hsa04714	Thermogenesis
9276	hsa00190	Oxidative phosphorylation
9277	hsa01100	Metabolic pathways
9278	hsa04260	Cardiac muscle contraction
9279	hsa04714	Thermogenesis
9280	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
9281	hsa05010	Alzheimer disease
9282	hsa05012	Parkinson disease
9283	hsa05016	Huntington disease
9284	hsa03020	RNA polymerase
9285	hsa05016	Huntington disease
9286	hsa00860	Porphyrin and chlorophyll metabolism
9287	hsa01100	Metabolic pathways
9288	hsa04066	HIF-1 signaling pathway
9289	hsa04216	Ferroptosis
9290	hsa04978	Mineral absorption
9291	hsa05200	Pathways in cancer
9292	hsa05206	MicroRNAs in cancer
9293	hsa05225	Hepatocellular carcinoma
9294	hsa05418	Fluid shear stress and atherosclerosis
9295	hsa04060	Cytokine-cytokine receptor interaction
9296	hsa04062	Chemokine signaling pathway
