pathway	gene1	gene2
hsa04066	EIF4EBP1	EIF4E
hsa04922	AKT3	PDE3B
hsa04922	GCG	GCGR
hsa04922	GCGR	GNAS
hsa04922	GNAS	ADCY2
hsa04922	ADCY2	C00575
hsa04922	C00575	PRKACA
hsa04922	PRKACA	CREB3
hsa04922	PRKACA	CREB3
hsa04922	PRKACA	ITPR1
hsa04922	PRKACA	ITPR1
hsa04922	PRKACA	PFKFB1
hsa04922	PRKACA	PFKFB1
hsa04922	PRKACA	SIK2
hsa04922	PRKACA	SIK2
hsa04922	SIK2	CRTC2
hsa04922	SIK2	CRTC2
hsa04922	PRKAG2	ACACA
hsa04922	PRKAG2	ACACA
hsa04922	PDE3B	C00575
hsa04922	C00083	CPT1C
hsa04922	PPP4C	CRTC2
hsa04922	PPP4C	CRTC2
hsa04922	PRKACA	PPP4C
hsa04922	PRKACA	PPP4C
hsa04922	PRKACA	PRKAG2
hsa04922	PRKACA	PRKAG2
hsa04922	102724428...	CRTC2
hsa04922	102724428...	CRTC2
hsa04922	PRMT1	FOXO1
hsa04922	C00665	PFKL
hsa04922	C00665	FBP1
hsa04922	C00076	CAMK2A
hsa04922	CAMK2A	FOXO1
hsa04922	CAMK2A	FOXO1
hsa04922	CAMK2A	FOXO1
hsa04922	PRKACA	GYS1
hsa04922	PRKACA	GYS1
hsa04922	PRKACA	PKM
hsa04922	PRKACA	PKM
hsa04922	GCGR	GNAQ
hsa04922	GNAQ	PLCB1
hsa04922	PLCB1	C01245
hsa04922	C01245	ITPR1
hsa04922	CREB3	CREB3
hsa04922	CRTC2	CRTC2
hsa04922	PPARGC1A	PPARGC1A
hsa04922	PPARGC1A	PPARGC1A
hsa04922	FOXO1	FOXO1
hsa04922	C00076	PPP3CA
hsa04922	PPP3CA	CRTC2
hsa04922	PPP3CA	CRTC2
hsa05230	TP53	SCO2
hsa05230	TP53	SCO2
hsa05230	EGFR	HRAS
hsa05230	EGFR	HRAS
hsa05230	EGFR	PIK3CA
hsa05230	EGFR	PIK3CA
hsa05230	ERBB2	PIK3CA
hsa05230	ERBB2	PIK3CA
hsa05230	MET	PIK3CA
hsa05230	MET	PIK3CA
hsa05230	PIK3CA	AKT3
hsa05230	PIK3CA	AKT3
hsa05230	AKT3	MTOR
hsa05230	AKT3	MTOR
hsa05230	MTOR	HIF1A
hsa05230	MTOR	HIF1A
hsa05230	SIRT6	MYC
hsa05230	SIRT6	HIF1A
hsa05230	HRAS	RAF1
hsa05230	RAF1	MAP2K1
hsa05230	RAF1	MAP2K1
hsa05230	MAP2K1	MAPK1
hsa05230	MAP2K1	MAPK1
hsa05230	MAPK1	MYC
hsa05230	MAPK1	MYC
hsa05230	MYC	GLS2
hsa05230	MYC	SLC1A5
hsa05230	MYC	SLC2A2
hsa05230	MYC	SLC2A1
hsa05230	MYC	HK1
hsa05230	MYC	PGAM4
hsa05230	MYC	PKM
hsa05230	MYC	LDHA
hsa05230	HIF1A	SLC2A1
hsa05230	HIF1A	HK1
hsa05230	HIF1A	PGAM4
hsa05230	HIF1A	LDHA
hsa05230	HIF1A	PKM
hsa05230	HIF1A	PFKL
hsa05230	HIF1A	PDK1
hsa05230	MTOR	SLC7A5
hsa05230	MTOR	SLC7A5
hsa05230	PDK1	PDHA1
hsa05230	TP53	G6PD
hsa05230	TP53	SLC2A1
hsa05230	TP53	TIGAR
hsa05230	TP53	PTEN
hsa05230	SIRT6	MYC
hsa05230	SIRT6	HIF1A
hsa05230	TP53	SCO2
hsa01522	ESR1	CARM1
hsa01522	ESR1	CARM1
hsa01522	CARM1	FOS
hsa01522	ESR1	NCOR1
hsa01522	C00951	ESR1
hsa01522	D01161	ESR1
hsa01522	C16547	ESR1
hsa01522	C00951	GPER1
hsa01522	GPER1	GNAS
hsa01522	GNAS	SRC
hsa01522	SRC	MMP2
hsa01522	MMP2	HBEGF
hsa01522	HBEGF	HBEGF
hsa01522	GNAS	ADCY1
hsa01522	ADCY1	C00575
hsa01522	C00575	PRKACA
hsa01522	PRKACA	ARAF
hsa01522	PRKACA	ARAF
hsa01522	HBEGF	EGFR
hsa01522	IGF1	IGF1R
hsa01522	EGFR	SHC2
hsa01522	EGFR	PIK3CA
hsa01522	ERBB2	SHC2
hsa01522	ERBB2	PIK3CA
hsa01522	IGF1R	SHC2
hsa01522	IGF1R	PIK3CA
hsa01522	SHC2	GRB2
hsa01522	GRB2	SOS1
hsa01522	SOS1	HRAS
hsa01522	HRAS	ARAF
hsa01522	ARAF	MAP2K1
hsa01522	ARAF	MAP2K1
hsa01522	MAP2K1	MAPK1
hsa01522	MAP2K1	MAPK1
hsa01522	MAPK1	JUN
hsa01522	MAPK1	JUN
hsa01522	MAPK1	FOS
hsa01522	MAPK1	FOS
hsa01522	PIK3CA	AKT3
hsa01522	PIK3CA	AKT3
hsa01522	AKT3	MTOR
hsa01522	AKT3	MTOR
hsa01522	MTOR	RPS6KB1
hsa01522	C00951	GPER1
hsa01522	D08559	GPER1
hsa01522	GPER1	PTK2
hsa01522	GPER1	SRC
hsa01522	PTK2	SRC
hsa01522	PTK2	PIK3CA
hsa01522	ESR1	CARM1
hsa01522	CARM1	SRC
hsa01522	BCL2	BAX
hsa01522	BCL2	BAD
hsa01522	BCL2	BIK
hsa01522	JAG1	NOTCH1
hsa01522	DLL3	NOTCH1
hsa01522	CCND1	CDK4
hsa01522	CDK4	RB1
hsa01522	RB1	E2F1
hsa01522	MDM2	TP53
hsa01522	TP53	CDKN2A
hsa01522	TP53	CDKN2C
hsa01522	TP53	CDKN1A
hsa01522	TP53	CDKN1B
hsa01522	CDKN2A	CDK4
hsa01522	CDKN2C	CDK4
hsa01522	CDKN1A	CDK4
hsa01522	CDKN1B	CDK4
hsa01522	PRKACA	ESR1
hsa01522	PRKACA	ESR1
hsa01522	PRKACA	CARM1
hsa01522	PRKACA	CARM1
hsa01522	PRKACA	ESR1
hsa01522	PRKACA	ESR1
hsa01522	PRKACA	CARM1
hsa01522	PRKACA	CARM1
hsa01522	PRKACA	FOS
hsa01522	PRKACA	FOS
hsa01522	PRKACA	RPS6KB1
hsa01522	PRKACA	RPS6KB1
hsa01522	RPS6KB1	CARM1
hsa01522	RPS6KB1	CARM1
hsa01522	RPS6KB1	ESR1
hsa01522	RPS6KB1	ESR1
hsa01522	RPS6KB1	CARM1
hsa01522	RPS6KB1	CARM1
hsa01522	RPS6KB1	FOS
hsa01522	RPS6KB1	FOS
hsa01522	SRC	ESR1
hsa01522	SRC	ESR1
hsa01522	SRC	CARM1
hsa01522	SRC	CARM1
hsa01522	SRC	ESR1
hsa01522	SRC	ESR1
hsa01522	SRC	CARM1
hsa01522	SRC	CARM1
hsa01522	SRC	FOS
hsa01522	SRC	FOS
hsa01522	MAPK14	ESR1
hsa01522	MAPK14	ESR1
hsa01522	MAPK14	CARM1
hsa01522	MAPK14	CARM1
hsa01522	MAPK14	ESR1
hsa01522	MAPK14	ESR1
hsa01522	MAPK14	CARM1
hsa01522	MAPK14	CARM1
hsa01522	MAPK14	FOS
hsa01522	MAPK14	FOS
hsa01522	MAPK8	ESR1
hsa01522	MAPK8	ESR1
hsa01522	MAPK8	CARM1
hsa01522	MAPK8	CARM1
hsa01522	MAPK8	ESR1
hsa01522	MAPK8	ESR1
hsa01522	MAPK8	CARM1
hsa01522	MAPK8	CARM1
hsa01522	MAPK8	FOS
hsa01522	MAPK8	FOS
hsa04015	CNR1	GNAI1
hsa04015	RAP1GAP	RAP1A
hsa04015	SIPA1L1	RAP1A
hsa04015	SIPA1	RAP1A
hsa04015	SIPA1L2	RAP1A
hsa04015	RAPGEF5	RAP1A
hsa04015	DOCK4	RAP1A
hsa04015	RAPGEF3	RAP1A
hsa04015	RASGRP3	RAP1A
hsa04015	RASGRP2	RAP1A
hsa04015	RAPGEF1	RAP1A
hsa04015	RAPGEF6	RAP1A
hsa04015	PRKD3	RAP1A
hsa04015	CALML6	ADCY1
hsa04015	ADORA2A	GNAS
hsa04015	GNAS	ADCY1
hsa04015	ADCY1	C00575
hsa04015	C00575	RAPGEF3
hsa04015	ADORA2A	GNAQ
hsa04015	GNAQ	PLCB1
hsa04015	PLCB1	C00165
hsa04015	C00165	RASGRP3
hsa04015	PLCB1	C00076
hsa04015	C00076	RASGRP2
hsa04015	CSF1	CSF1R
hsa04015	CSF1R	PLCB1
hsa04015	CSF1R	CRK
hsa04015	CRK	RAPGEF1
hsa04015	BCAR1	CRK
hsa04015	CDH1	RAPGEF1
hsa04015	CTNNB1	MAGI3
hsa04015	MAGI3	RAPGEF6
hsa04015	PLCG1	C00165
hsa04015	C00165	PRKCA
hsa04015	PRKCA	PRKD3
hsa04015	PLCG1	C00076
hsa04015	RALGDS	RALA
hsa04015	RALGDS	RAC1
hsa04015	APBB1IP	TLN1
hsa04015	TLN1	ITGA2B
hsa04015	APBB1IP	PFN3...
hsa04015	APBB1IP	VASP
hsa04015	PFN3...	ACTB
hsa04015	VASP	ACTB
hsa04015	ARAP3	RHOA
hsa04015	RHOA	ACTB
hsa04015	CDC42	ACTB
hsa04015	AFDN	CTNND1
hsa04015	CTNND1	CDH1
hsa04015	KRIT1	CTNNB1
hsa04015	CTNNB1	CDH1
hsa04015	RGS14	ITGAL
hsa04015	RASSF5	ITGAL
hsa04015	PRKD1	ITGAL
hsa04015	BRAF	MAP2K1
hsa04015	RAF1	MAP2K1
hsa04015	MAP2K1	MAPK1
hsa04015	MAP2K1	MAPK1
hsa04015	MAP2K3	MAPK14
hsa04015	PIK3CA	AKT3
hsa04015	RAP1A	APBB1IP
hsa04015	RAP1A	ARAP3
hsa04015	RAP1A	AFDN
hsa04015	RAP1A	KRIT1
hsa04015	RAP1A	RGS14
hsa04015	RAP1A	RASSF5
hsa04015	RAP1A	PRKD1
hsa04015	RAP1A	BRAF
hsa04015	HRAS	BRAF
hsa04015	HRAS	RAF1
hsa04015	HRAS	PLCE1
hsa04015	RAP1A	MAP2K3
hsa04015	RAP1A	PIK3CA
hsa04015	RAP1A	PLCE1
hsa04015	MRAS	RAPGEF5
hsa04015	RAP1A	ID1
hsa04015	RAP1A	RALGDS
hsa04015	ID1	THBS1
hsa04015	C00035	RAP1A
hsa04015	C00044	RAP1A
hsa04015	HRAS	C00044
hsa04015	C00076	CALML6
hsa04015	AFDN	SIPA1
hsa04020	CHRM1	GNAL
hsa04020	GNAL	ADCY1
hsa04020	PRKACA	PLN
hsa04020	PRKACA	PLN
hsa04020	PLN	ATP2A1
hsa04020	EGFR	PLCG1
hsa04020	CALML6	MYLK4
hsa04020	PHKA1	CALML6
hsa04020	PPP3CA	CALML6
hsa04020	ADCY1	PRKACA
hsa04020	PLCD3	ITPR1
hsa04020	PLCB1	ITPR1
hsa04020	PLCG1	ITPR1
hsa04020	PLCE1	ITPR1
hsa04020	PLCZ1	ITPR1
hsa04020	PLCD3	PRKCA
hsa04020	PLCB1	PRKCA
hsa04020	PLCG1	PRKCA
hsa04020	PLCE1	PRKCA
hsa04020	PLCZ1	PRKCA
hsa04020	CD38	RYR1
hsa04020	CYSLTR1	GNA11
hsa04020	GNA11	PLCB1
hsa04020	CALML6	PDE1A
hsa04020	CALML6	ADCY1
hsa04020	CALML6	NOS1
hsa04020	CAMK1D	CALML6
hsa04020	IGH	PLCG1
hsa04020	STIM2...	ORAI2
hsa04020	CD38	TPCN2
hsa04024	C01312	ADCYAP1R1
hsa04024	C20792	ADCYAP1R1
hsa04024	CGA	ADCYAP1R1
hsa04024	C00788	ADCYAP1R1
hsa04024	C00547	ADCYAP1R1
hsa04024	C00780	ADCYAP1R1
hsa04024	C03758	ADCYAP1R1
hsa04024	C00212	ADCYAP1R1
hsa04024	C00584	ADCYAP1R1
hsa04024	C00788	CHRM1
hsa04024	C00547	CHRM1
hsa04024	C00780	CHRM1
hsa04024	C03758	CHRM1
hsa04024	C00212	CHRM1
hsa04024	C00584	CHRM1
hsa04024	C01996	CHRM1
hsa04024	C00334	CHRM1
hsa04024	C00186	CHRM1
hsa04024	C01089	CHRM1
hsa04024	C20793	CHRM1
hsa04024	C00042	CHRM1
hsa04024	NPY	CHRM1
hsa04024	GHRL	CHRM1
hsa04024	ADCYAP1R1	GNAS
hsa04024	GNAS	ADCY1
hsa04024	ADCY1	C00575
hsa04024	C00288	ADCY10
hsa04024	C00076	ADCY10
hsa04024	ADCY10	C00575
hsa04024	CHRM1	GNAI1
hsa04024	C00575	HCN4
hsa04024	C00575	CNGB1
hsa04024	C00575	RAPGEF3
hsa04024	RAPGEF3	RRAS2
hsa04024	RRAS2	PLD1
hsa04024	RRAS2	PLCE1
hsa04024	RAPGEF3	MAPK8
hsa04024	RAPGEF3	RAP1A
hsa04024	RAP1A	PLCE1
hsa04024	RAP1A	TIAM1
hsa04024	RAP1A	VAV3...
hsa04024	TIAM1	RAC1
hsa04024	VAV3...	RAC1
hsa04024	RAC1	PAK1
hsa04024	RAP1A	ARAP3
hsa04024	RAP1A	AFDN
hsa04024	RAP1A	PIK3CA
hsa04024	RAP1A	BRAF
hsa04024	RAP1A	RAF1
hsa04024	PRKACA	SOX9
hsa04024	RHOA	ROCK1
hsa04024	PRKACA	ORAI1
hsa04024	C00076	CALML6
hsa04024	CALML6	ADCY1
hsa04024	GNAI1	ADCY1
hsa04024	CAMK4	ADCY1
hsa04024	PPP1R1B	PPP1CA
hsa04024	PPP1CA	CREB3
hsa04024	PRKACA	BAD
hsa04024	PRKACA	BAD
hsa04024	PRKACA	RHOA
hsa04024	PRKACA	RHOA
hsa04024	ROCK1	PPP1R12A
hsa04024	ROCK1	PPP1R12A
hsa04024	PLD1	C00416
hsa04024	PLCE1	C00165
hsa04024	PLCE1	C01245
hsa04024	RAF1	MAP2K1
hsa04024	RAF1	MAP2K1
hsa04024	MAP2K1	MAPK1
hsa04024	MAP2K1	MAPK1
hsa04024	MAPK1	CREB3
hsa04024	MAPK1	CREB3
hsa04024	PRKACA	PPP1R1B
hsa04024	PRKACA	PPP1R1B
hsa04024	PRKACA	PPARA
hsa04024	PRKACA	PPARA
hsa04024	PRKACA	NFATC1
hsa04024	PRKACA	NFATC1
hsa04024	PPP1R12A	MYL9
hsa04024	PPP1R12A	MYL9
hsa04024	PRKACA	PLN
hsa04024	PRKACA	PLN
hsa04024	PRKACA	RYR2
hsa04024	PRKACA	RYR2
hsa04024	PRKACA	GRIN3A
hsa04024	PRKACA	GRIN3A
hsa04024	PRKACA	GRIA1
hsa04024	PRKACA	GRIA1
hsa04024	PRKACA	CFTR
hsa04024	PRKACA	CFTR
hsa04024	PRKACA	FXYD1
hsa04024	PRKACA	FXYD1
hsa04024	PRKACA	SLC9A1
hsa04024	PRKACA	SLC9A1
hsa04024	PRKACA	ATP2B1
hsa04024	PRKACA	ATP2B1
hsa04024	PRKACA	CACNA1C
hsa04024	PRKACA	CACNA1C
hsa04024	FXYD1	ATP1B4...
hsa04024	CREB3	BDNF
hsa04024	CREB3	FOS
hsa04024	CREB3	JUN
hsa04024	GLI3	GLI1
hsa04024	GLI3	PTCH1
hsa04024	GLI3	HHIP
hsa04024	NFKB1	AMH
hsa04024	SOX9	AMH
hsa04024	PPARA	ACOX1
hsa04024	NFATC1	F2R
hsa04024	PRKACA	PDE10A
hsa04024	PRKACA	PDE10A
hsa04024	ARAP3	RHOA
hsa04024	PIK3CA	AKT3
hsa04024	PIK3CA	AKT3
hsa04024	PRKACA	GLI3
hsa04024	PRKACA	GLI3
hsa04024	CAMK4	PDE10A
hsa04024	CAMK4	PDE10A
hsa04024	BRAF	MAP2K1
hsa04024	BRAF	MAP2K1
hsa04024	C00575	PRKACA
hsa04024	PRKACA	RAF1
hsa04024	PRKACA	RAF1
hsa04024	PRKACA	LIPE
hsa04024	PRKACA	LIPE
hsa04024	PRKACA	TNNI3
hsa04024	PRKACA	TNNI3
hsa04024	ADCYAP1	ADCYAP1R1
hsa04024	VIP	ADCYAP1R1
hsa04024	CGA	ADCYAP1R1
hsa04024	POMC	ADCYAP1R1
hsa04024	GCG	ADCYAP1R1
hsa04024	GIP	ADCYAP1R1
hsa04024	NPPA	ADCYAP1R1
hsa04024	EDN1	CHRM1
hsa04024	SST	CHRM1
hsa04024	OXT	CHRM1
hsa04072	EGF	EGFR
hsa04072	PDGFA	EGFR
hsa04072	KITLG	EGFR
hsa04072	INS	EGFR
hsa04072	EGFR	GRB2
hsa04072	EGFR	SHC2
hsa04072	EGFR	GAB1
hsa04072	EGFR	PTPN11
hsa04072	GRB2	SOS1
hsa04072	GAB1	SOS1
hsa04072	SHC2	SOS1
hsa04072	PTPN11	SOS1
hsa04072	SOS1	RRAS2
hsa04072	RRAS2	RALGDS
hsa04072	RALGDS	RALA
hsa04072	RALA	PLD1
hsa04072	EGFR	PIK3CA
hsa04072	PIK3CA	C05981
hsa04072	C05981	AKT3
hsa04072	RHEB	MTOR
hsa04072	AKT3	TSC1
hsa04072	AKT3	TSC1
hsa04072	TSC1	RHEB
hsa04072	C05981	ARF1...
hsa04072	ARF1...	PLD1
hsa04072	C05981	RHOA
hsa04072	RHOA	PLD1
hsa04072	PLD1	C00416
hsa04072	C00416	MTOR
hsa04072	C00416	SPHK2
hsa04072	C00416	RAF1
hsa04072	RAF1	MAP2K1
hsa04072	RAF1	MAP2K1
hsa04072	MAP2K1	MAPK1
hsa04072	MAP2K1	MAPK1
hsa04072	C00416	PIP5K1C
hsa04072	PIP5K1C	C04637
hsa04072	C04637	PLD1
hsa04072	IGH	FCER1A
hsa04072	FCER1A	FYN
hsa04072	FCER1A	SYK
hsa04072	FYN	GAB2
hsa04072	FYN	GAB2
hsa04072	SYK	GAB2
hsa04072	SYK	GAB2
hsa04072	PLCG1	C01245
hsa04072	PLCG1	C00165
hsa04072	C00165	PRKCA
hsa04072	PRKCA	PLD1
hsa04072	AVP	LPAR6
hsa04072	C00025	LPAR6
hsa04072	C00681	LPAR6
hsa04072	C00639	LPAR6
hsa04072	CXCL8	LPAR6
hsa04072	LPAR6	PLCB1
hsa04072	LPAR6	PLCB1
hsa04072	PLCB1	C00165
hsa04072	LPAR6	GNA12
hsa04072	GNA12	PTK2B
hsa04072	PTK2B	RHOA
hsa04072	RHOA	PLD1
hsa04072	LPAR6	GNA13
hsa04072	GNA13	PIK3R6
hsa04072	PIK3R6	C05981
hsa04072	C05981	CYTH4
hsa04072	CYTH4	ARF1
hsa04072	ARF1	PLD1
hsa04072	LPAR6	GNAS
hsa04072	GNAS	ADCY1
hsa04072	ADCY1	C00575
hsa04072	C00575	RAPGEF3
hsa04072	RAPGEF3	RRAS2
hsa04072	RRAS2	PLD1
hsa04072	GAB2	PIK3CA
hsa04072	SPHK2	C06124
hsa04072	F2	LPAR6
hsa04072	AGT	LPAR6
hsa04261	C00076	TNNC1
hsa04261	TNNC1	TNNT2
hsa04261	TNNC1	TNNI3
hsa04261	TNNT2	TNNI3
hsa04261	TNNI3	TPM1
hsa04261	TPM1	ACTC1
hsa04261	ACTC1	MYH6
hsa04261	TNNT2	ACTC1
hsa04261	CAMK2A	SCN1B
hsa04261	CAMK2A	SCN1B
hsa04261	CAMK2A	CACNG3...
hsa04261	CAMK2A	CACNG3...
hsa04261	CAMK2A	RYR2
hsa04261	CAMK2A	RYR2
hsa04261	PRKACA	ATP1B4...
hsa04261	PRKACA	ATP1B4...
hsa04261	PRKACA	SLC9A1
hsa04261	PRKACA	SLC9A1
hsa04261	PRKACA	KCNE1
hsa04261	PRKACA	KCNE1
hsa04261	PRKACA	ATP2B1
hsa04261	PRKACA	ATP2B1
hsa04261	PRKACA	SLC8A1
hsa04261	PRKACA	SLC8A1
hsa04261	PRKACA	SCN1B
hsa04261	PRKACA	SCN1B
hsa04261	PRKACA	CACNG3...
hsa04261	PRKACA	CACNG3...
hsa04261	PRKACA	RYR2
hsa04261	PRKACA	RYR2
hsa04261	PRKACA	TNNI3
hsa04261	PRKACA	TNNI3
hsa04261	PRKACA	PLN
hsa04261	PRKACA	PLN
hsa04261	PRKACA	PPP1R1A
hsa04261	PRKACA	PPP1R1A
hsa04261	PRKACA	CREB3
hsa04261	PRKACA	CREB3
hsa04261	PRKCA	PPP1R1A
hsa04261	PRKCA	PPP1R1A
hsa04261	RPS6KA5	CREB3
hsa04261	RPS6KA5	CREB3
hsa04261	CALML6	CAMK2A
hsa04261	C00076	CALML6
hsa04261	C00076	RYR2
hsa04261	C00788	ADRB1
hsa04261	C00547	ADRB1
hsa04261	C07056	ADRB1
hsa04261	C00788	ADRB2
hsa04261	C00547	ADRB2
hsa04261	C07056	ADRB2
hsa04261	ADRB1	GNAS
hsa04261	GNAS	ADCY1
hsa04261	ADRB2	GNAS
hsa04261	GNAS	ADCY1
hsa04261	ADRB2	GNAI1
hsa04261	GNAI1	MAPK1
hsa04261	GNAI1	PIK3R6
hsa04261	PIK3R6	AKT3
hsa04261	ADCY1	RAPGEF3
hsa04261	C00575	PRKACA
hsa04261	RAPGEF3	MAPK14
hsa04261	PRKCA	MAPK1
hsa04261	MAPK1	RPS6KA5
hsa04261	C00547	ADRA1D
hsa04261	C00788	ADRA1D
hsa04261	AGTR1	GNAQ
hsa04261	ADRA1D	GNAQ
hsa04261	GNAQ	PLCB1
hsa04261	PLCB1	C00165
hsa04261	PLCB1	C01245
hsa04261	C00165	PRKCA
hsa04261	C00076	PRKCA
hsa04261	PPP2R3B	CACNG3...
hsa04261	PPP2R3B	CACNG3...
hsa04261	PPP2R3B	RYR2
hsa04261	PPP2R3B	RYR2
hsa04261	PPP1CA	CACNG3...
hsa04261	PPP1CA	CACNG3...
hsa04261	PPP1CA	RYR2
hsa04261	PPP1CA	RYR2
hsa04261	PPP2R3B	PPP1R1A
hsa04261	PPP2R3B	PPP1R1A
hsa04261	PLN	ATP2A2
hsa04261	CREM	BCL2
hsa04261	CREM	CREB3
hsa04261	PPP1R1A	PPP1CA
hsa04261	PPP1CA	PLN
hsa04261	PPP1CA	PLN
hsa04261	PPP2R3B	TNNI3
hsa04261	PPP2R3B	TNNI3
hsa04261	AGT	AGTR1
hsa04270	C00076	CALML6
hsa04270	CALML6	MYLK4
hsa04270	C00547	ADRA1D
hsa04270	ADRA1D	GNA11
hsa04270	AGTR1	GNA11
hsa04270	EDNRA	GNA11
hsa04270	AVPR1A	GNA11
hsa04270	GNA11	PLA2G4B
hsa04270	PLA2G4B	C00219
hsa04270	GNA11	PLCB1
hsa04270	PLCB1	C01245
hsa04270	C01245	ITPR1
hsa04270	PLCB1	C00165
hsa04270	C00165	PRKCA
hsa04270	PRKCA	ARAF
hsa04270	ADRA1D	GNA13
hsa04270	AGTR1	GNA13
hsa04270	EDNRA	GNA13
hsa04270	GNA13	AVPR1A
hsa04270	GNA13	ARHGEF12
hsa04270	ARHGEF12	RHOA
hsa04270	RHOA	ROCK1
hsa04270	C00212	ADORA2A
hsa04270	C01312	PTGIR
hsa04270	ADORA2A	GNAS
hsa04270	PTGIR	GNAS
hsa04270	CALCRL	GNAS
hsa04270	GNAS	ADCY1
hsa04270	ADCY1	C00575
hsa04270	C00575	PRKACA
hsa04270	C00533	GUCY1A2
hsa04270	GUCY1A2	C00942
hsa04270	NPR1	C00942
hsa04270	C00942	PRKG1
hsa04270	PRKG1	KCNMB2...
hsa04270	PRKACA	KCNMB2...
hsa04270	PRKG1	PPP1R12A
hsa04270	PPP1R14A	PPP1R12A
hsa04270	ROCK1	PPP1R12A
hsa04270	PRKACA	MYLK4
hsa04270	PRKACA	ITPR1
hsa04270	MYLK4	MYL9
hsa04270	MYLK4	MYL9
hsa04270	MYLK4	MYL9
hsa04270	MYLK4	MYL9
hsa04270	ARAF	MAP2K1
hsa04270	ARAF	MAP2K1
hsa04270	MAP2K1	MAPK1
hsa04270	MAP2K1	MAPK1
hsa04270	MAPK1	CALD1
hsa04270	MAPK1	CALD1
hsa04270	PPP1R12A	MYL9
hsa04270	PPP1R12A	MYL9
hsa04270	PPP1R12A	MYL9
hsa04270	PPP1R12A	MYL9
hsa04270	C14748	KCNMB2...
hsa04270	PRKG1	MRVI1
hsa04270	PRKG1	MRVI1
hsa04270	MRVI1	ITPR1
hsa04270	AGT	AGTR1
hsa04270	EDN1	EDNRA
hsa04270	AVP	AVPR1A
hsa04270	CALCA	CALCRL
hsa04270	ADM	CALCRL
hsa04270	C14771...	KCNMB2...
hsa04270	NPPA	NPR1
hsa04270	NPPB	NPR1
hsa04270	NPPC	NPR2
hsa04540	ADCY1	PRKACA
hsa04540	PLCB1	PRKCA
hsa04540	PLCB1	ITPR1
hsa04540	ITPR1	PRKCA
hsa04540	GUCY1A2	PRKG1
hsa04540	LPAR1	GNAI1
