	pathway	gene1	gene2
3391	hsa04912	PRKCA	MAP3K2
3392	hsa04912	PRKCA	MAPK7
3393	hsa04912	PRKCA	PLA2G4B
3394	hsa04912	PRKCA	PLD1
3395	hsa04912	PRKCA	SRC
3396	hsa04912	PRKCA	PTK2B
3397	hsa04912	SRC	CDC42
3398	hsa04912	CDC42	MAP3K1
3399	hsa04912	PRKCA	MMP14
3400	hsa04912	MMP14	MMP2
3401	hsa04912	PRKACA	ATF4
3403	hsa04912	MAP3K2	MAP2K3
3405	hsa04912	MAP2K3	MAPK14
3407	hsa04912	MAP3K1	MAP2K7
3409	hsa04912	MAP2K7	MAPK8
3411	hsa04912	MAPK8	JUN
3413	hsa04912	SRC	EGFR
3415	hsa04912	PRKCA	RAF1
3417	hsa04912	RAF1	MAP2K1
3419	hsa04912	MAP2K1	MAPK1
3421	hsa04912	MAPK1	ELK1
3423	hsa04912	SRC	HRAS
3425	hsa04912	MAPK1	EGR1
3427	hsa04928	C00076	CASR
3428	hsa04928	CASR	GNAI1
3429	hsa04928	ADCY1	C00575
3430	hsa04928	CASR	GNA11
3431	hsa04928	GNA11	PLCB1
3432	hsa04928	PLCB1	C01245
3433	hsa04928	C01245	ITPR1
3434	hsa04928	C01673	VDR
3435	hsa04928	FGF23	FGFR1
3436	hsa04928	MAPK1	EGR1
3437	hsa04928	PTH	PTH1R
3438	hsa04928	PTHLH	PTH1R
3439	hsa04928	PTH1R	ARRB1
3440	hsa04928	ARRB1	ARAF
3441	hsa04928	PTH1R	GNA11
3443	hsa04928	PLCB1	C00165
3445	hsa04928	C00165	PRKCA
3447	hsa04928	C00076	PRKCA
3448	hsa04928	PTH1R	GNAS
3449	hsa04928	GNAS	ADCY1
3451	hsa04928	C00575	PRKACA
3452	hsa04928	PTH1R	GNA13
3453	hsa04928	GNA13	AKAP13
3454	hsa04928	AKAP13	RHOA
3455	hsa04928	RHOA	PLD1
3456	hsa04928	PTH1R	GNAI1
3457	hsa04928	GNAI1	MMP24
3458	hsa04928	MMP24	HBEGF
3459	hsa04928	HBEGF	EGFR
3460	hsa04928	GCM1	PTH
3461	hsa04928	MAFB	PTH
3462	hsa04928	GATA3	PTH
3463	hsa04928	SP1	PTH
3464	hsa04928	MEF2A	SOST
3465	hsa04928	NR4A2	FGF23
3466	hsa04928	CREB3	TNFSF11
3467	hsa04928	CREB3	BCL2
3468	hsa04928	CREB3	CDKN1A
3469	hsa04928	CREB3	FOS
3470	hsa04928	RUNX2	MMP13
3471	hsa04928	VDR	PTH
3472	hsa04928	EGR1	PTH
3473	hsa04928	FGFR1	KL
3474	hsa04928	FOS	RUNX2
3475	hsa04928	GNAI1	ADCY1
3476	hsa04928	PRKACA	CYP27B1
3478	hsa04928	PRKACA	CYP24A1
3480	hsa04928	PRKACA	MEF2A
3482	hsa04928	PRKCA	TRPV5
3484	hsa04928	PRKCA	SLC9A3R1
3486	hsa04928	PRKACA	TRPV5
3488	hsa04928	PRKACA	SLC9A3R1
3490	hsa04928	PRKACA	NACA
3492	hsa04928	PRKACA	CREB3
3494	hsa04928	PRKACA	RUNX2
3496	hsa04928	PRKACA	NR4A2
3498	hsa04928	EGFR	MAPK1
3500	hsa04928	SLC34A2	SLC9A3R1
3501	hsa04928	ARAF	MAP2K1
3503	hsa04928	MAP2K1	MAPK1
3505	hsa04064	LAT	PLCG1
3506	hsa04064	IL1B	IL1R1
3507	hsa04064	TNF	TNFRSF1A
3508	hsa04064	DDX58	TRAF2
3509	hsa04064	CD14	TLR4
3510	hsa04064	CD40LG	CD40
3511	hsa04064	TNFSF11	TNFRSF11A
3512	hsa04064	TNFSF14	LTBR
3513	hsa04064	TNFSF13B	TNFRSF13C
3514	hsa04064	PRKCQ	CARD10
3516	hsa04064	PRKCB	CARD10
3518	hsa04064	MAP3K7	IKBKB
3520	hsa04064	IKBKB	NFKBIA
3522	hsa04064	ZAP70	LAT
3524	hsa04064	SYK	BTK
3526	hsa04064	MAP3K14	CHUK
3528	hsa04064	CHUK	NFKB2
3530	hsa04064	CSNK2A1	NFKBIA
3532	hsa04064	NFKB1	CFLAR
3533	hsa04064	CD40	TRAF6
3534	hsa04064	BIRC2	RIPK1
3535	hsa04064	TRIM25	DDX58
3536	hsa04064	BIRC2	TRAF3
3539	hsa04064	IGH	SYK
3540	hsa04071	PIK3CA	C05981
3541	hsa04071	C05981	PDPK1
3542	hsa04071	PDPK1	AKT3
3543	hsa04071	RAF1	MAP2K1
3545	hsa04071	MAP2K1	MAPK1
3547	hsa04071	TNF	TNFRSF1A
3548	hsa04071	TNFRSF1A	NSMAF
3549	hsa04071	NSMAF	SMPD2
3550	hsa04071	TNFRSF1A	TRADD
3551	hsa04071	TRADD	TRAF2
3552	hsa04071	FYN	GAB2
3553	hsa04071	GAB2	PIK3CA
3555	hsa04071	C05981	PLD1
3556	hsa04071	PLD1	SPHK2
3557	hsa04071	C00212	ADORA1
3558	hsa04071	ADORA1	GNAI1
3559	hsa04071	GNAI1	PLCB1
3560	hsa04071	PRKCE	SPHK2
3561	hsa04071	MAPK1	SPHK2
3562	hsa04071	PLCB1	PRKCE
3564	hsa04071	TRAF2	SPHK2
3566	hsa04071	C00195	CTSD
3567	hsa04071	BID	BAX
3568	hsa04071	C00195	MAP3K5
3569	hsa04071	MAP3K5	MAPK8
3570	hsa04071	MAP3K5	MAPK14
3571	hsa04071	C00195	PRKCZ
3572	hsa04071	AKT3	BCL2
3573	hsa04071	C00195	PPP2R3B
3574	hsa04071	CTSD	BID
3576	hsa04071	MAPK8	BAX
3578	hsa04071	MAPK14	BAX
3580	hsa04071	C06124	S1PR1
3581	hsa04071	C06124	S1PR2
3582	hsa04071	C06124	S1PR3
3583	hsa04071	C06124	S1PR4
3584	hsa04071	C06124	S1PR5
3585	hsa04071	S1PR1	GNAI1
3586	hsa04071	S1PR2	GNAI1
3587	hsa04071	S1PR2	GNAQ
3588	hsa04071	S1PR2	GNA13
3589	hsa04071	S1PR3	GNAI1
3590	hsa04071	S1PR3	GNAQ
3591	hsa04071	S1PR3	GNA13
3592	hsa04071	S1PR4	GNAI1
3593	hsa04071	S1PR4	GNA13
3594	hsa04071	S1PR5	GNAI1
3595	hsa04071	S1PR5	GNA13
3596	hsa04071	GNAI1	HRAS
3597	hsa04071	HRAS	RAF1
3598	hsa04071	GNAI1	PIK3CA
3599	hsa04071	AKT3	NOS3
3601	hsa04071	NOS3	C00533
3602	hsa04071	PIK3CA	RAC1
3604	hsa04071	GNAQ	PLCB1
3605	hsa04071	PLCB1	C01245
3606	hsa04071	PLCB1	C00165
3607	hsa04071	C00165	PRKCA
3608	hsa04071	GNA13	RHOA
3609	hsa04071	RHOA	ROCK1
3610	hsa04071	ROCK1	PTEN
3611	hsa04071	ROCK1	NFKB1
3612	hsa04071	C16845	SMPD1
3614	hsa04071	MAPK14	AKT3
3615	hsa04071	PRKCZ	AKT3
3616	hsa04071	PPP2R3B	AKT3
3618	hsa04071	PPP2R3B	BCL2
3620	hsa04071	BCL2	TP53
3621	hsa04071	FCER1A	FYN
3622	hsa04071	KNG1	ADORA1
3623	hsa04210	TNFSF10	TNFRSF10B
3624	hsa04210	TNFRSF10B	FADD
3625	hsa04210	FASLG	FAS
3626	hsa04210	FAS	FADD
3627	hsa04210	FADD	CASP8
3628	hsa04210	FADD	CASP10
3629	hsa04210	FAS	DAXX
3630	hsa04210	DAXX	MAP3K5
3631	hsa04210	TNF	TNFRSF1A
3632	hsa04210	TRAF2	DAB2IP
3633	hsa04210	DAB2IP	MAP3K5
3634	hsa04210	TRAF2	MAP3K14
3635	hsa04210	MAP3K5	MAPK8
3637	hsa04210	EIF2AK3	EIF2S1
3639	hsa04210	EIF2S1	ATF4
3640	hsa04210	C00076	CAPN1
3641	hsa04210	CAPN1	CASP12
3642	hsa04210	CFLAR	CASP8
3643	hsa04210	CFLAR	CASP10
3644	hsa04210	ATF4	DDIT3
3645	hsa04210	DDIT3	BCL2L1
3647	hsa04210	DDIT3	BCL2
3649	hsa04210	CTSC	BCL2L1
3650	hsa04210	CTSC	BCL2
3651	hsa04210	MCL1	BCL2L11
3652	hsa04210	BCL2L11	BCL2L1
3653	hsa04210	BCL2L11	BCL2
3654	hsa04210	MAPK8	BCL2L1
3656	hsa04210	MAPK8	BCL2
3658	hsa04210	MAPK8	BID
3659	hsa04210	MAPK8	BAD
3661	hsa04210	MAP3K14	CHUK
3663	hsa04210	CHUK	NFKBIA
3665	hsa04210	NFKBIA	NFKB1
3666	hsa04210	NGF	NTRK1
3667	hsa04210	IL3	CSF2RB
3668	hsa04210	CSF2RB	HRAS
3669	hsa04210	HRAS	RAF1
3670	hsa04210	PIK3CA	C05981
3671	hsa04210	C05981	PDPK1
3672	hsa04210	PDPK1	AKT3
3674	hsa04210	RAF1	MAP2K1
3676	hsa04210	MAP2K1	MAPK1
3678	hsa04210	NTRK1	PIK3CA
3680	hsa04210	NTRK1	HRAS
3682	hsa04210	CSF2RB	PIK3CA
3684	hsa04210	AKT3	BAD
3686	hsa04210	AKT3	CHUK
3688	hsa04210	NFKB1	PTPN13
3689	hsa04210	NFKB1	CFLAR
3690	hsa04210	NFKB1	BIRC2
3691	hsa04210	NFKB1	GADD45G
3692	hsa04210	NFKB1	TRAF1
3693	hsa04210	NFKB1	BCL2L1
3694	hsa04210	NFKB1	BCL2A1
3695	hsa04210	MAPK1	BCL2
3697	hsa04210	MAPK8	JUN
3699	hsa04210	MAPK8	FOS
3701	hsa04210	JUN	TP53
3702	hsa04210	JUN	FAS
3703	hsa04210	JUN	FASLG
3704	hsa04210	JUN	BCL2L11
3705	hsa04210	JUN	HRK
3706	hsa04210	FOS	TP53
3707	hsa04210	FOS	FAS
3708	hsa04210	FOS	FASLG
3709	hsa04210	FOS	BCL2L11
3710	hsa04210	FOS	HRK
3711	hsa04210	PMAIP1	BCL2
3712	hsa04210	PMAIP1	BCL2L1
3713	hsa04210	BBC3	BCL2
3714	hsa04210	BBC3	BCL2L1
3715	hsa04210	BCL2L1	BAX
3716	hsa04210	BCL2L1	BAK1
3717	hsa04210	BCL2	BAX
3718	hsa04210	BCL2	BAK1
3719	hsa04210	DIABLO	BIRC2
3720	hsa04210	SEPT4	BIRC2
3721	hsa04210	HTRA2	BIRC2
3722	hsa04210	CTSC	BIRC2
3723	hsa04210	BIRC2	CASP9
3724	hsa04210	CTSC	BID
3725	hsa04210	CYCS	CASP9
3726	hsa04210	APAF1	CASP9
3727	hsa04210	CYCS	APAF1
3728	hsa04210	ATM	TP53
3730	hsa04210	TP53	BAK1
3731	hsa04210	TP53	BAX
3732	hsa04210	TP53	PIDD1
3733	hsa04210	TP53	BID
3734	hsa04210	TP53	APAF1
3735	hsa04210	TP53	TP53AIP1
3736	hsa04210	TP53	FAS
3737	hsa04210	TP53	TNFRSF10B
3738	hsa04210	TP53	BBC3
3739	hsa04210	TP53	PMAIP1
3740	hsa04210	BAD	BCL2
3741	hsa04210	GZMB	TUBA1B
3742	hsa04210	GZMB	MCL1
3743	hsa04210	GZMB	LMNA
3744	hsa04210	GZMB	PARP2
3745	hsa04210	GZMB	DFFA
3746	hsa04210	CASP3	SPTA1
3747	hsa04210	CASP6	LMNA
3748	hsa04210	CASP3	PARP2
3749	hsa04210	CASP7	PARP2
3750	hsa04210	CASP9	PARP2
3751	hsa04210	CASP3	DFFA
3752	hsa04210	CASP6	ACTB
3753	hsa04210	CASP3	ACTB
3754	hsa04210	CASP7	ACTB
3755	hsa04210	GZMB	CASP3
3756	hsa04210	GZMB	CASP7
3757	hsa04210	GZMB	CASP8
3758	hsa04210	CASP12	CASP3
3759	hsa04210	CASP12	CASP7
3760	hsa04210	CASP8	CASP6
3761	hsa04210	CASP8	CASP3
3762	hsa04210	CASP8	CASP7
3763	hsa04210	CASP9	CASP6
3764	hsa04210	CASP9	CASP3
3765	hsa04210	CASP9	CASP7
3766	hsa04210	BIRC2	CASP3
3767	hsa04210	BIRC2	CASP7
3768	hsa04210	GZMB	BID
3769	hsa04210	BCL2L11	BAX
3770	hsa04210	CASP8	BID
3771	hsa04210	CASP10	BID
3772	hsa04217	TNF	TNFRSF1A
3773	hsa04217	TNFSF10	TNFRSF10B
3774	hsa04217	TNFRSF1A	TRADD
3775	hsa04217	SPATA2L	CYLD
3776	hsa04217	TNFRSF10B	RIPK1
3777	hsa04217	FASLG	FAS
3778	hsa04217	FAS	FAF1
3779	hsa04217	FAS	FADD
3780	hsa04217	FAF1	RIPK1
3781	hsa04217	FADD	RIPK1
3782	hsa04217	IFNA1	IFNAR1
3783	hsa04217	IFNAR1	JAK1
3784	hsa04217	TLR4	TICAM2
3785	hsa04217	JAK1	STAT1
3786	hsa04217	TICAM2	TICAM1
3787	hsa04217	TLR3	TICAM1
3788	hsa04217	EIF2AK2	RIPK1
3789	hsa04217	SQSTM1	RIPK1
3790	hsa04217	HSP90AA1	RIPK1
3791	hsa04217	HSP90AA1	RIPK3
3792	hsa04217	ZBP1	RIPK3
3793	hsa04217	TICAM1	RIPK3
3794	hsa04217	PARP2	C00076
3795	hsa04217	C00076	CAPN1
3796	hsa04217	CAPN1	BID
3797	hsa04217	BID	BAX
3798	hsa04217	BAX	AIFM1
3799	hsa04217	HSP90AA1	MLKL
3800	hsa04217	RIPK3	CYBB
3801	hsa04217	C00076	PLA2G4B
3803	hsa04217	MLKL	PGAM5
3804	hsa04217	MLKL	NLRP3
3805	hsa04217	CASP1	IL1B
3806	hsa04217	MLKL	TRPM7
3807	hsa04217	RIPK3	CAMK2A
3809	hsa04217	RIPK3	GLUD1
3811	hsa04217	RIPK3	GLUL
3813	hsa04217	RIPK3	PYGB
3815	hsa04217	RIPK3	MLKL
3817	hsa04217	TRADD	TRAF2
3818	hsa04217	TRADD	RIPK1
3819	hsa04217	RBCK1	BIRC2
3820	hsa04217	RBCK1	SPATA2L
3821	hsa04217	FAF1	FADD
3822	hsa04217	HIST1H2AA	PPIA
3823	hsa04217	HIST1H2AA	AIFM1
3824	hsa04217	PPIA	AIFM1
3825	hsa04217	NLRP3	PYCARD
3826	hsa04217	PYCARD	CASP1
3827	hsa04217	PPID	SLC25A4
3828	hsa04217	SLC25A4	VDAC1
3829	hsa04217	CYBB	CAMK2A
3830	hsa04217	CASP8	CYLD
3831	hsa04217	CFLAR	CASP8
3832	hsa04217	BCL2	BAX
3833	hsa04217	RBCK1	RIPK1
3835	hsa04217	BIRC2	RIPK1
3837	hsa04217	TNFAIP3	RIPK3
3838	hsa04217	CASP8	RIPK1
3839	hsa04217	CASP8	RIPK3
3840	hsa04217	FADD	CASP8
3841	hsa04217	RNF103-CHMP3	MLKL
3842	hsa04217	STAT1	EIF2AK2
3843	hsa04217	PGAM5	DNM1L
3845	hsa04217	RIPK3	C00076
3847	hsa04217	RIPK3	SMPD1
3849	hsa04217	RIPK1	RIPK3
3851	hsa04217	RIPK3	MAPK8
3853	hsa04217	MAPK8	FTH1
3855	hsa04217	USP21	RIPK1
3856	hsa04217	CYLD	RIPK1
3857	hsa04217	STAT1	RIPK1
3858	hsa04217	CAMK2A	SLC25A4
3860	hsa04217	CAMK2A	PPID
3862	hsa04217	CAMK2A	VDAC1
3864	hsa04622	DDX58	MAVS
3865	hsa04622	MAVS	TRAF3
3866	hsa04622	TRAF3	TANK
3867	hsa04622	MAVS	TRADD
3868	hsa04622	TRADD	TRAF3
3869	hsa04622	TRADD	TANK
3870	hsa04622	NFKBIA	NFKB1
3871	hsa04622	IFIH1	MAVS
3872	hsa04622	MAVS	TRAF2
3873	hsa04622	TRAF2	MAP3K7
3874	hsa04622	MAP3K7	NFKB1
3876	hsa04622	MAP3K7	MAPK14
3878	hsa04622	MAVS	TRAF6
3879	hsa04622	TRAF6	MAP3K1
3880	hsa04622	MAP3K1	NFKB1
3882	hsa04622	MAP3K1	MAPK8
3884	hsa04622	MAP3K1	MAPK14
3886	hsa04622	DHX58	DDX58
3887	hsa04622	DHX58	IFIH1
3888	hsa04622	TRIM25	DDX58
3890	hsa04622	CYLD	DDX58
3891	hsa04622	RNF125	DDX58
3893	hsa04622	ISG15	DDX58
3894	hsa04622	TMEM173	MAVS
3895	hsa04622	OTUD5	TRAF3
3896	hsa04622	SIKE1	IKBKE
3897	hsa04622	DDX3X	TBK1
3898	hsa04622	PIN1	IRF3
3899	hsa04622	TKFC	IFIH1
3900	hsa04622	RNF125	IFIH1
3902	hsa04622	NLRX1	MAVS
3903	hsa04622	IKBKB	NFKBIA
3905	hsa04622	IRF3	IFNA1
3906	hsa04622	IRF3	IFNB1
3907	hsa04622	IRF3	IFNW1
3908	hsa04622	IRF3	IFNE
3909	hsa04622	IRF3	IFNK
3910	hsa04622	IRF7	IFNA1
3911	hsa04622	IRF7	IFNB1
3912	hsa04622	IRF7	IFNW1
3913	hsa04622	IRF7	IFNE
3914	hsa04622	IRF7	IFNK
3915	hsa04622	NFKB1	IFNA1
3916	hsa04622	NFKB1	IFNB1
3917	hsa04622	NFKB1	IFNW1
3918	hsa04622	NFKB1	IFNE
3919	hsa04622	NFKB1	IFNK
3920	hsa04622	NFKB1	CXCL8
3921	hsa04622	NFKB1	TNF
3922	hsa04622	NFKB1	IL12A
3923	hsa04622	NFKB1	CXCL10
3924	hsa04657	TRAF6	MAP3K7
3925	hsa04657	NFKBIA	NFKB1
3926	hsa04657	TAB3	TAB2
3927	hsa04657	TAB3	MAP3K7
3928	hsa04657	FOS	IL6
3929	hsa04657	NFKB1	IL6
3930	hsa04657	IKBKB	NFKBIA
3931	hsa04657	MAP3K7	IKBKB
3933	hsa04920	TNF	TNFRSF1A
3934	hsa04920	TNF	TNFRSF1B
3935	hsa04920	TNFRSF1A	TRADD
3936	hsa04920	TNFRSF1B	TRAF2
3937	hsa04920	PRKCQ	CHUK
3938	hsa04920	CHUK	NFKBIA
3940	hsa04920	NFKB1	NFKBIA
3941	hsa04920	MAPK8	IRS1
3943	hsa04920	CHUK	IRS1
3945	hsa04920	SOCS3	IRS1
3946	hsa04920	SOCS3	LEPR
3947	hsa04920	SOCS3	JAK2
3948	hsa04920	LEP	LEPR
3949	hsa04920	LEPR	JAK2
3950	hsa04920	JAK2	STAT3
3952	hsa04920	JAK2	PTPN11
3954	hsa04920	PRKAG2	AGRP
3955	hsa04920	PRKAG2	NPY
3956	hsa04920	ADIPOQ	ADIPOR1
3957	hsa04920	PRKAG2	SLC2A1
3959	hsa04920	PRKAG2	PCK1
3961	hsa04920	PRKAG2	G6PC
3963	hsa04920	ADIPOR1	PPARA
3965	hsa04920	LEPR	PPARA
3967	hsa04920	PRKAG2	ACACB
3969	hsa04920	NFKB1	SOCS3
3970	hsa04920	STAT3	SOCS3
3971	hsa04920	STAT3	POMC
3973	hsa04920	STAT3	CPT1C
3974	hsa04920	STAT3	PRKAG2
3976	hsa04920	STAT3	PPARGC1A
3977	hsa04920	PPARA	CPT1C
3978	hsa04920	ACACB	CPT1C
3979	hsa04920	TRADD	TRAF2
3980	hsa04920	TRAF2	MTOR
3982	hsa04920	TRAF2	MAPK8
3984	hsa04920	TRAF2	CHUK
3986	hsa04920	ADIPOR1	CAMKK2
3987	hsa04920	CAMKK2	PRKAG2
3988	hsa04920	MTOR	IRS1
3989	hsa04920	PRKCQ	MAPK8
3990	hsa04920	LEPR	CAMKK2
3992	hsa04920	CPT1C	ACSL1
3993	hsa05152	TNF	TNFRSF1A
3994	hsa05152	CASP8	CASP10
3995	hsa05152	CASP8	BID
3996	hsa05152	CASP8	CASP3
3997	hsa05152	IFNGR2	JAK1
3998	hsa05152	JAK1	STAT1
4000	hsa05152	CAMK2A	STAT1
4002	hsa05152	SYK	CARD9
4003	hsa05152	NOD2	RIPK2
4004	hsa05152	HSPA9	TLR4
4005	hsa05152	HSPD1	TLR4
4006	hsa05152	CD14	TLR4
4007	hsa05152	CD14	TLR2
4008	hsa05152	IRAK4	IRAK1
4009	hsa05152	IRAK1	TRAF6
4010	hsa05152	TLR9	MYD88
4011	hsa05152	RIPK2	NFKB1
4013	hsa05152	TRAF6	NFKB1
4015	hsa05152	TRAF6	MAPK14
4017	hsa05152	TRAF6	MAPK1
4019	hsa05152	TRAF6	MAPK8
4021	hsa05152	RIPK2	MAPK14
4023	hsa05152	RIPK2	MAPK1
4025	hsa05152	RIPK2	MAPK8
4027	hsa05152	RHOA	RAF1
4029	hsa05152	RAF1	NFKB1
4031	hsa05152	CLEC4M	IL10
4033	hsa05152	CLEC4M	TGFB1
4035	hsa05152	C3	CR1
4036	hsa05152	PLA2R1	IL10
4038	hsa05152	PLA2R1	TGFB1
4040	hsa05152	CALML6	CAMK2A
4041	hsa05152	CALML6	PPP3CA
4042	hsa05152	CAMK2A	PIK3C3
4043	hsa05152	C04549	EEA1
4045	hsa05152	RAB7A	CTSD
4047	hsa05152	RAB7A	TCIRG1
4049	hsa05152	RAB7A	LAMP1
4051	hsa05152	SPHK2	C06124
4052	hsa05152	C00076	CALML6
4053	hsa05152	IGH	FCGR1A
4054	hsa05152	VDR	CAMP
4056	hsa05152	C01194	PIK3C3
4057	hsa05152	TNFRSF1A	FADD
4058	hsa05152	TLR4	MYD88
4059	hsa05152	BID	BAX
4061	hsa05152	C00076	CASP9
4063	hsa05152	AKT3	BAD
4065	hsa05152	BAD	BCL2
4066	hsa05152	CYCS	CASP3
4067	hsa05152	C00076	CAMK2A
4069	hsa05152	CIITA	RFX5...
4070	hsa05152	CIITA	NFYA
4071	hsa05152	CIITA	CREB1
4072	hsa05152	CEBPB	CIITA
4073	hsa05152	RFX5...	HLA-DMA
4074	hsa05152	RFX5...	CD74
4075	hsa05152	NFYA	HLA-DMA
4076	hsa05152	NFYA	CD74
4077	hsa05152	CREB1	HLA-DMA
4078	hsa05152	CREB1	CD74
4079	hsa05152	NFKB1	CEBPB
4080	hsa05152	NFKB1	NOS2
4081	hsa05152	NFKB1	TNF
4082	hsa05152	NFKB1	IL6
4083	hsa05152	NFKB1	IL12A
4084	hsa05152	NFKB1	IL18
4085	hsa05152	NFKB1	IL23A
4086	hsa05152	NFKB1	IL1A
4087	hsa05152	MAPK14	NOS2
4089	hsa05152	MAPK1	NOS2
4091	hsa05152	MAPK8	NOS2
4093	hsa05152	MAPK14	TNF
4095	hsa05152	MAPK14	IL6
4097	hsa05152	MAPK14	IL12A
4099	hsa05152	MAPK14	IL18
4101	hsa05152	MAPK14	IL23A
4103	hsa05152	MAPK14	IL1A
4105	hsa05152	MAPK1	TNF
4107	hsa05152	MAPK1	IL6
4109	hsa05152	MAPK1	IL12A
4111	hsa05152	MAPK1	IL18
4113	hsa05152	MAPK1	IL23A
4115	hsa05152	MAPK1	IL1A
4117	hsa05152	MAPK8	TNF
4119	hsa05152	MAPK8	IL6
4121	hsa05152	MAPK8	IL12A
4123	hsa05152	MAPK8	IL18
4125	hsa05152	MAPK8	IL23A
4127	hsa05152	MAPK8	IL1A
4129	hsa05152	MYD88	IFNA1
4131	hsa05152	MYD88	IFNB1
4133	hsa05152	C21790...	CLEC4E
4134	hsa05152	C00338	TLR4
4135	hsa05152	IFNG	IFNGR1
4136	hsa05152	STAT1	CIITA
4137	hsa05152	STAT1	NOS2
4138	hsa05152	C01673	VDR
4139	hsa05152	CTSS	RFX5...
4141	hsa05152	CTSS	NFYA
4143	hsa05152	CTSS	CREB1
4144	hsa05152	G13106...	CLEC4M
4145	hsa05152	G13101	CLEC4M
4146	hsa05152	G13115	CLEC4M
4147	hsa05152	G13105...	PLA2R1
4148	hsa05152	G13115	SPHK2
4150	hsa05152	G13115	PLA2R1
4151	hsa05160	DDX58	MAVS
4152	hsa05160	TLR3	TICAM1
4153	hsa05160	TICAM1	TRAF3
4154	hsa05160	EIF2AK1	IFIT1
4155	hsa05160	EIF2AK1	EIF2S1
4156	hsa05160	EGF	EGFR
4157	hsa05160	SOS1	HRAS
4158	hsa05160	HRAS	ARAF
4159	hsa05160	ARAF	MAP2K1
4160	hsa05160	PIK3CA	C05981
4161	hsa05160	TNF	TNFRSF1A
4162	hsa05160	TRADD	TRAF2
4163	hsa05160	TRADD	FADD
4164	hsa05160	CHUK	NFKBIA
4165	hsa05160	FASLG	FAS
4166	hsa05160	FAS	FADD
4167	hsa05160	FADD	CASP8
4168	hsa05160	CASP8	BID
4169	hsa05160	BID	BAX
4170	hsa05160	BID	BAK1
4171	hsa05160	BAX	CYCS
4172	hsa05160	BAK1	CYCS
4173	hsa05160	CYCS	CASP9
4174	hsa05160	CASP9	CASP3
4175	hsa05160	CDK2	RB1
4176	hsa05160	MAVS	CHUK
4178	hsa05160	TRAF2	CHUK
4180	hsa05160	SOCS3	STAT1
4181	hsa05160	PIAS1	STAT1
4182	hsa05160	YWHAQ	ARAF
4183	hsa05160	GSK3B	CTNNB1
4184	hsa05160	CFLAR	CASP8
4185	hsa05160	CDKN1A	CDK2
4186	hsa05160	PPP2CA	STAT1
4188	hsa05160	RB1	E2F1
4189	hsa05160	NFKB1	NFKBIA
4191	hsa05160	IRF3	IFNA1
4192	hsa05160	IRF3	IFNG
4193	hsa05160	IRF3	TNF
4194	hsa05160	IRF3	CXCL10
4195	hsa05160	NFKB1	TNF
4196	hsa05160	NFKB1	CXCL10
4197	hsa05160	IRF9	OAS1
4198	hsa05160	IRF9	EIF2AK1
4199	hsa05160	IRF9	IFIT1
4200	hsa05160	IRF9	IRF7
4201	hsa05160	IRF9	MX1
4202	hsa05160	IRF9	RSAD2
4203	hsa05160	STAT1	IRF9
4204	hsa05160	TP53	CDKN1A
4205	hsa05160	IFIT1	EIF3E
4206	hsa05160	EGFR	GRB2
4207	hsa05160	GRB2	SOS1
4208	hsa05160	TNFRSF1A	TRADD
4209	hsa05160	APAF1	CASP9
4210	hsa05160	CASP8	CASP3
4213	hsa05160	EIF2AK1	CHUK
4215	hsa05160	C05981	AKT3
4217	hsa05160	AKT3	GSK3B
4219	hsa05160	AKT3	BAD
4221	hsa05160	AKT3	CDKN1A
4223	hsa05160	MAP2K1	MAPK1
4225	hsa05160	JAK1	STAT1
4227	hsa05160	MAVS	TRAF3
4228	hsa05160	C20935	OAS1
4229	hsa05160	C20935	RNASEL
4230	hsa05165	WNT16...	FZD10
4231	hsa05165	FZD10	DVL1
4232	hsa05165	UBE3A	CTNNB1
4233	hsa05165	TLR3	TICAM1
4234	hsa05165	TICAM1	TRAF3
4235	hsa05165	PTK2	PXN
4236	hsa05165	TNF	TNFRSF1A
4237	hsa05165	TRADD	FADD
4238	hsa05165	FASLG	FAS
4239	hsa05165	FAS	FADD
4240	hsa05165	FADD	CASP8
4241	hsa05165	CASP8	CASP3
4242	hsa05165	PDGFRB	PIK3CA
4243	hsa05165	PIK3CA	C05981
4244	hsa05165	C05981	AKT3
4245	hsa05165	PDGFRB	GRB2
4246	hsa05165	EGF	EGFR
4247	hsa05165	EGFR	GRB2
4248	hsa05165	GRB2	SOS1
4249	hsa05165	SOS1	HRAS
4250	hsa05165	HRAS	RAF1
4251	hsa05165	C00584	PTGER4
4252	hsa05165	PTGER4	GNAS
4253	hsa05165	C00575	PRKACA
4254	hsa05165	PRKACA	CREB3
4255	hsa05165	JAG1	NOTCH1
4256	hsa05165	DVL1	GSK3B
4257	hsa05165	CREBBP	TP53
4258	hsa05165	TADA3	TP53
4259	hsa05165	PTEN	C05981
4260	hsa05165	PPP2R3B	AKT3
4261	hsa05165	RHEB	MTOR
4262	hsa05165	MTOR	RPS6KB1
4264	hsa05165	MTOR	EIF4EBP1
4266	hsa05165	UBE3A	TP53
4267	hsa05165	RB1	E2F1
4268	hsa05165	AKT3	FOXO1
4269	hsa05165	MDM2	TP53
4270	hsa05165	TCIRG1	EGFR
4271	hsa05165	IRF3	IFNB1
4272	hsa05165	FOXO1	CDKN1B
4273	hsa05165	FOXO1	CDKN1A
4274	hsa05165	TP53	CDKN1B
